image,mask
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2083.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2083.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\618.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\618.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2643.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2643.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2038.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2038.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2190.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2190.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1193.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1193.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1458.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1458.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2510.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2510.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1448.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1448.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\862.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\862.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\267.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\267.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2248.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2248.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2366.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2366.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\389.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\389.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\743.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\743.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2868.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2868.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2385.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2385.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2094.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2094.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2273.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2273.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2995.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2995.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\557.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\557.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2507.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2507.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2076.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2076.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2387.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2387.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1857.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1857.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1674.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1674.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1209.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1209.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1658.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1658.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\992.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\992.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2039.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2039.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\607.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\607.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\441.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\441.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2087.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2087.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1958.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1958.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\294.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\294.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1955.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1955.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2049.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2049.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2341.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2341.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\515.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\515.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1795.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1795.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1127.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1127.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\944.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\944.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1764.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1764.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1644.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1644.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\854.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\854.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\493.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\493.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1236.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1236.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1066.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1066.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\484.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\484.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1354.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1354.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\582.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\582.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\300.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\300.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\815.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\815.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1355.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1355.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2227.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2227.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\54.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\54.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2711.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2711.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1534.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1534.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2898.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2898.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2165.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2165.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2638.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2638.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1784.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1784.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\916.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\916.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\334.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\334.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2392.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2392.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1030.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1030.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\564.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\564.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2928.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2928.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\948.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\948.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1879.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1879.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2412.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2412.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2008.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2008.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\3013.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\3013.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\495.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\495.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2701.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2701.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1606.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1606.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1654.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1654.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\137.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\137.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2363.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2363.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2483.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2483.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1741.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1741.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1553.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1553.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1100.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1100.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1374.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1374.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2461.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2461.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\941.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\941.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1079.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1079.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2873.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2873.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1677.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1677.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\532.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\532.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2466.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2466.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1008.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1008.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\440.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\440.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1254.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1254.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1959.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1959.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2070.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2070.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2295.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2295.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\817.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\817.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\816.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\816.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\733.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\733.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\241.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\241.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\425.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\425.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\610.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\610.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2517.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2517.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1765.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1765.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2986.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2986.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1804.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1804.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1445.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1445.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\315.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\315.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2602.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2602.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\130.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\130.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1462.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1462.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2211.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2211.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1912.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1912.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\823.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\823.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\819.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\819.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2601.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2601.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\553.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\553.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2605.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2605.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2862.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2862.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1319.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1319.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\863.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\863.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\218.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\218.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2470.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2470.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1494.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1494.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\390.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\390.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\472.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\472.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\51.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\51.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\3037.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\3037.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2102.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2102.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\705.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\705.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1860.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1860.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2595.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2595.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2926.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2926.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1906.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1906.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1982.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1982.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\70.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\70.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1896.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1896.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\251.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\251.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1136.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1136.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\80.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\80.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1520.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1520.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2321.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2321.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1631.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1631.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\209.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\209.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1805.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1805.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1437.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1437.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1501.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1501.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2025.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2025.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2005.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2005.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\146.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\146.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1569.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1569.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\901.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\901.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2497.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2497.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\191.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\191.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2737.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2737.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2033.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2033.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\820.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\820.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1102.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1102.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1665.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1665.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\781.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\781.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2776.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2776.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1972.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1972.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2628.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2628.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1746.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1746.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1105.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1105.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\159.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\159.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\753.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\753.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\716.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\716.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\935.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\935.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1570.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1570.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1330.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1330.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\124.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\124.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\104.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\104.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1891.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1891.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1788.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1788.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1695.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1695.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2096.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2096.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2011.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2011.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1001.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1001.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2434.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2434.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\320.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\320.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\881.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\881.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\483.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\483.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1969.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1969.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1752.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1752.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1611.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1611.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2542.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2542.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\358.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\358.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\597.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\597.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\366.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\366.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2977.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2977.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2031.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2031.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1515.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1515.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1043.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1043.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1767.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1767.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2783.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2783.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\264.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\264.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1749.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1749.png
